ID;description;duration;name;price;isActive
5627;"vel accumsan tellus nisi eu orci mauris lacinia sapien quis";9;"Synergied ero defect service-desk";43.95;1
5628;"vestibulum sed magna at nunc commodo placerat praesent blandit nam";5;"Polarised modular capability";54.89;1
5629;"nunc rhoncus dui vel sem sed sagittis nam";23;"Reduced disintermediate forecast";12.36;1
5630;"lectus in est risus auctor sed";21;"Secured regional budgetary management";28.82;1
5631;"lacinia sapien quis libero nullam sit";7;"Reactive exuding approach";36.94;1
5632;"id lobortis convallis tortor risus";23;"Profound 6th generation system engine";87.67;1
5633;"primis in faucibus orci luctus et ultrices posuere cubilia";43;"Profound clear-thinking intranet";58.43;1
5634;"nulla suscipit ligula in lacus curabitur at ipsum ac";7;"Triple-buffered tangible customer loyalty";56.36;1
5635;"quisque ut erat curabitur gravida nisi at nibh in hac";31;"Object-based system-worthy hardware";34.81;1
5636;"amet nulla quisque arcu libero rutrum ac";45;"Fundamental object-oriented architecture";22.42;1
5637;"convallis morbi odio odio elementum eu interdum eu";39;"Intuitive mission-critical intranet";99.48;1
5638;"at vulputate vitae nisl aenean";16;"Integrated tertiary info-mediaries";17.99;1
5639;"donec ut mauris eget massa";12;"Pre-emptive bifurcated synergy";5.33;1
5640;"primis in faucibus orci luctus et ultrices posuere";9;"Multi-tiered user-facing contingency";20.43;1
5641;"suscipit nulla elit ac nulla sed vel";23;"Adaptive modular solution";23.92;1
5642;"etiam vel augue vestibulum rutrum rutrum neque";8;"Open-architected solution-oriented algorithm";1.25;1
5643;"amet eros suspendisse accumsan tortor quis turpis sed ante vivamus";25;"Focused mission-critical website";83.55;1
5644;"sed tristique in tempus sit amet sem fusce consequat nulla";25;"Adaptive multimedia policy";52.59;1
5645;"diam cras pellentesque volutpat dui maecenas tristique est et";27;"Multi-lateral grid-enabled superstructure";59.1;1
5646;"quam nec dui luctus rutrum nulla";51;"Operative empowering methodology";15.83;1
5647;"curabitur convallis duis consequat dui nec nisi";4;"Organied client-server synergy";44.75;1
5648;"nullam porttitor lacus at turpis";30;"Reactive logistical open architecture";81.41;1
5649;"mauris vulputate elementum nullam varius nulla facilisi cras non velit";18;"Cross-platform transitional firmware";12.55;1
5650;"commodo placerat praesent blandit nam nulla integer pede justo lacinia";46;"Configurable disintermediate Graphic Interface";39.87;1
5651;"libero nullam sit amet turpis elementum ligula";50;"Customiable modular website";60.47;1
5652;"lacus at turpis donec posuere metus vitae ipsum aliquam";22;"Expanded methodical monitoring";9.67;1
5653;"duis bibendum felis sed interdum venenatis turpis";46;"Multi-tiered explicit customer loyalty";34.99;1
5654;"morbi non quam nec dui luctus rutrum nulla";33;"Pre-emptive composite budgetary management";63.01;1
5655;"tincidunt lacus at velit vivamus vel nulla eget eros";10;"Future-proofed encompassing database";74.09;1
5656;"ultrices libero non mattis pulvinar nulla pede";50;"Triple-buffered human-resource internet solution";44.89;1
5657;"ante ipsum primis in faucibus orci";47;"Multi-tiered secondary project";19.14;1
5658;"cras mi pede malesuada in imperdiet et commodo";36;"Implemented non-volatile encoding";27.33;1
5659;"ante ipsum primis in faucibus orci luctus et ultrices";41;"Phased maximied support";44.25;1
5660;"ut erat curabitur gravida nisi at nibh in hac";10;"Face to face client-driven info-mediaries";15.43;1
5661;"interdum mauris non ligula pellentesque ultrices phasellus id";20;"Assimilated background model";50.93;1
5662;"cursus urna ut tellus nulla ut erat id";43;"Stand-alone methodical secured line";27.11;1
5663;"sed interdum venenatis turpis enim blandit mi in";46;"Total next generation hub";99.42;1
5664;"mi integer ac neque duis bibendum morbi non quam";46;"Proactive even-keeled circuit";20.82;1
5665;"sed ante vivamus tortor duis mattis egestas metus aenean fermentum";15;"Virtual multimedia artificial intelligence";58.4;1
5666;"duis at velit eu est congue elementum";10;"Intuitive 5th generation knowledge user";15.22;1
5667;"non lectus aliquam sit amet diam in magna bibendum imperdiet";38;"Fundamental scalable workforce";17.84;1
5668;"hac habitasse platea dictumst morbi vestibulum";53;"Assimilated heuristic instruction set";26.39;1
5669;"enim in tempor turpis nec euismod scelerisque quam turpis adipiscing";10;"Universal tangible archive";1.29;1
5670;"morbi a ipsum integer a nibh in";16;"Automated bi-directional functionalities";60.45;1
5671;"quam turpis adipiscing lorem vitae mattis nibh ligula nec sem";20;"Synchronised explicit system engine";91.66;1
5672;"sagittis sapien cum sociis natoque penatibus et";5;"Persistent 24 hour customer loyalty";34.32;1
5673;"non ligula pellentesque ultrices phasellus id";18;"Innovative interactive access";91.39;1
5674;"vel nulla eget eros elementum pellentesque quisque porta";18;"Open-architected multi-tasking extranet";93.38;1
5675;"elit proin risus praesent lectus vestibulum quam";46;"User-friendly heuristic help-desk";31.58;1
5676;"aenean fermentum donec ut mauris eget massa tempor convallis";37;"Intuitive incremental ability";13.53;1
5677;"nulla justo aliquam quis turpis eget elit";4;"Enhanced multi-state model";12.73;1
5678;"sit amet consectetuer adipiscing elit proin risus";18;"Function-based cohesive analyer";23.08;1
5679;"in porttitor pede justo eu massa donec dapibus duis at";7;"Virtual empowering time-frame";79.88;1
5680;"elit ac nulla sed vel enim sit";46;"User-centric analying moderator";82.9;1
5681;"et ultrices posuere cubilia curae nulla";35;"Cloned interactive pricing structure";86.55;1
5682;"urna pretium nisl ut volutpat sapien arcu sed augue";35;"User-friendly homogeneous capacity";16.87;1
5683;"nunc vestibulum ante ipsum primis in faucibus";19;"Fundamental clear-thinking open architecture";65.86;1
5684;"vitae nisi nam ultrices libero non mattis pulvinar nulla";53;"Multi-tiered tertiary implementation";93.53;1
5685;"amet consectetuer adipiscing elit proin risus praesent lectus";31;"User-centric impactful conglomeration";54.16;1
5686;"vestibulum ante ipsum primis in faucibus orci";12;"Vision-oriented exuding flexibility";70.28;1
5687;"velit id pretium iaculis diam erat fermentum justo";52;"Virtual mobile project";30.03;1
5688;"pellentesque eget nunc donec quis orci";20;"Cross-platform radical middleware";13.03;1
5689;"placerat praesent blandit nam nulla integer pede justo lacinia eget";48;"Synergistic background extranet";55.84;1
5690;"in faucibus orci luctus et";34;"Re-engineered multi-state pricing structure";48.93;1
5691;"donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi";8;"Organic human-resource service-desk";46.56;1
5692;"imperdiet nullam orci pede venenatis non sodales sed";53;"Profit-focused object-oriented projection";80.38;1
5693;"consequat morbi a ipsum integer a nibh in";39;"Seamless static capacity";80.68;1
5694;"nec condimentum neque sapien placerat ante nulla";45;"Triple-buffered hybrid system engine";39.46;1
5695;"in faucibus orci luctus et ultrices posuere cubilia curae nulla";44;"Adaptive systematic hub";25.94;1
5696;"tincidunt lacus at velit vivamus";10;"Total discrete hub";84.63;1
5697;"sapien cum sociis natoque penatibus et magnis dis parturient";32;"Decentralied solution-oriented instruction set";93.75;1
5698;"egestas metus aenean fermentum donec ut mauris eget massa tempor";41;"Focused didactic architecture";20.94;1
5699;"erat fermentum justo nec condimentum neque";34;"Cross-group 6th generation emulation";60.07;1
5700;"id turpis integer aliquet massa id lobortis";17;"Switchable intangible definition";97.4;1
5701;"consectetuer adipiscing elit proin interdum mauris non ligula";21;"Integrated scalable monitoring";82.05;1
5702;"neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante";41;"Managed secondary parallelism";69.24;1
5703;"eget orci vehicula condimentum curabitur";24;"Switchable system-worthy array";85.63;1
5704;"proin risus praesent lectus vestibulum quam";31;"Re-engineered directional instruction set";27.57;1
5705;"in congue etiam justo etiam pretium iaculis";18;"Advanced bi-directional capacity";11.02;1
5706;"nisl duis bibendum felis sed interdum";23;"Triple-buffered coherent middleware";43.57;1
5707;"viverra dapibus nulla suscipit ligula in lacus curabitur";49;"Focused uniform benchmark";95.1;1
5708;"sociis natoque penatibus et magnis dis parturient montes nascetur";46;"Optimied composite Graphic Interface";40.45;1
5709;"erat nulla tempus vivamus in";46;"Front-line holistic definition";17.77;1
5710;"ipsum primis in faucibus orci luctus et";44;"Synergied scalable moratorium";93.2;1
5711;"ultrices mattis odio donec vitae nisi";13;"Exclusive multi-tasking monitoring";44.46;1
5712;"nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus";10;"Face to face user-facing secured line";94.8;1
5713;"id turpis integer aliquet massa id lobortis convallis";27;"Adaptive reciprocal info-mediaries";86.95;1
5714;"velit id pretium iaculis diam erat fermentum justo nec condimentum";13;"Cross-group secondary customer loyalty";24.07;1
5715;"justo sit amet sapien dignissim vestibulum vestibulum";47;"Devolved radical software";49.09;1
5716;"nonummy integer non velit donec diam neque";51;"Exclusive regional middleware";34.57;1
5717;"bibendum felis sed interdum venenatis turpis enim blandit mi";31;"Cross-platform multi-state complexity";24.89;1
5718;"arcu adipiscing molestie hendrerit at";27;"Seamless intermediate open system";90.35;1
5719;"ac nulla sed vel enim sit amet nunc viverra dapibus";10;"Secured demand-driven focus group";11.6;1
5720;"nam ultrices libero non mattis pulvinar";23;"Centralied local artificial intelligence";90.52;1
5721;"viverra eget congue eget semper rutrum nulla nunc";7;"Customer-focused context-sensitive local area network";80.43;1
5722;"in faucibus orci luctus et";25;"Up-sied interactive info-mediaries";40.45;1
5723;"lectus pellentesque eget nunc donec quis orci eget";34;"Synergied grid-enabled utilisation";88.8;1
5724;"molestie sed justo pellentesque viverra";32;"Decentralied encompassing help-desk";35.53;1
5725;"mattis pulvinar nulla pede ullamcorper";19;"Progressive local application";28.84;1
5726;"duis ac nibh fusce lacus purus aliquet at feugiat non";49;"Profit-focused responsive protocol";94.11;1
5727;"adipiscing elit proin risus praesent lectus vestibulum quam sapien varius";4;"Exclusive user-facing instruction set";19.62;1
5728;"dui vel sem sed sagittis";23;"Customer-focused dedicated emulation";3.62;1
5729;"nulla nunc purus phasellus in felis donec semper";25;"Triple-buffered background budgetary management";48.04;1
5730;"elit ac nulla sed vel enim sit";14;"Robust hybrid array";66.73;1
5731;"maecenas tristique est et tempus semper est quam pharetra";44;"Right-sied non-volatile info-mediaries";97.27;1
5732;"eleifend quam a odio in";16;"Focused logistical customer loyalty";96.38;1
5733;"ultrices libero non mattis pulvinar nulla pede ullamcorper augue a";4;"Stand-alone analying attitude";79.39;1
5734;"ullamcorper purus sit amet nulla quisque arcu libero rutrum ac";43;"Adaptive scalable process improvement";94.92;1
5735;"est phasellus sit amet erat nulla tempus";26;"Intuitive hybrid parallelism";37.69;1
5736;"massa id lobortis convallis tortor risus dapibus";9;"Mandatory ero administration orchestration";67.35;1
5737;"duis bibendum felis sed interdum venenatis turpis";45;"Pre-emptive leading edge structure";28.08;1
5738;"primis in faucibus orci luctus et";41;"Enterprise-wide ero tolerance project";16.17;1
5739;"scelerisque mauris sit amet eros suspendisse accumsan tortor quis";22;"Grass-roots object-oriented leverage";87.3;1
5740;"felis fusce posuere felis sed lacus morbi";44;"Ameliorated grid-enabled frame";90.09;1
5741;"sed ante vivamus tortor duis mattis egestas";36;"Up-sied clear-thinking data-warehouse";60.31;1
5742;"et commodo vulputate justo in blandit";4;"Synergied maximied pricing structure";98.95;1
5743;"lobortis sapien sapien non mi integer ac neque";39;"Secured motivating projection";24.73;1
5744;"sapien cursus vestibulum proin eu mi nulla ac";27;"Advanced foreground intranet";57.34;1
5745;"in magna bibendum imperdiet nullam orci";24;"Multi-channelled systemic benchmark";30.25;1
5746;"pellentesque eget nunc donec quis";18;"Focused uniform standardiation";30.72;1
5747;"ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean";32;"Implemented foreground success";18.55;1
5748;"in eleifend quam a odio in hac habitasse platea";50;"Face to face background info-mediaries";50.89;1
5749;"ullamcorper augue a suscipit nulla elit ac nulla";16;"Reactive bifurcated implementation";69.71;1
5750;"viverra diam vitae quam suspendisse potenti nullam";14;"Automated eco-centric capacity";56.38;1
5751;"integer pede justo lacinia eget tincidunt eget";9;"Managed attitude-oriented utilisation";2.98;1
5752;"faucibus orci luctus et ultrices posuere";49;"Multi-channelled 24/7 circuit";11.82;1
5753;"interdum mauris ullamcorper purus sit amet nulla quisque arcu";49;"Customer-focused homogeneous implementation";83.64;1
5754;"magna vulputate luctus cum sociis";35;"Seamless multi-state parallelism";80.36;1
5755;"amet sem fusce consequat nulla nisl nunc";21;"Function-based multi-state neural-net";25.6;1
5756;"dapibus at diam nam tristique tortor eu";24;"Adaptive bandwidth-monitored customer loyalty";55.14;1
5757;"ut massa volutpat convallis morbi odio";22;"Visionary mission-critical ability";86.82;1
5758;"enim blandit mi in porttitor pede justo eu massa donec";28;"Synchronised leading edge Graphical User Interface";18.25;1
5759;"sit amet eleifend pede libero quis orci nullam molestie nibh";39;"Synchronised national emulation";22.84;1
5760;"non pretium quis lectus suspendisse potenti in eleifend";31;"Visionary object-oriented budgetary management";75.7;1
5761;"felis fusce posuere felis sed lacus morbi sem mauris laoreet";28;"Customiable value-added product";60.31;1
5762;"lorem id ligula suspendisse ornare consequat lectus in est";5;"Right-sied executive contingency";34.56;1
5763;"ultricies eu nibh quisque id justo sit";12;"Fully-configurable multimedia policy";16.77;1
5764;"sit amet nunc viverra dapibus nulla suscipit";22;"Robust eco-centric process improvement";93.91;1
5765;"consectetuer eget rutrum at lorem";48;"Mandatory real-time service-desk";25.5;1
5766;"sed magna at nunc commodo placerat";44;"Sharable object-oriented protocol";75.93;1
5767;"ut nulla sed accumsan felis ut at dolor quis";46;"Business-focused object-oriented internet solution";75.94;1
5768;"lacus morbi sem mauris laoreet";15;"Digitied scalable alliance";58.94;1
5769;"congue vivamus metus arcu adipiscing molestie hendrerit";24;"Self-enabling regional toolset";7.68;1
5770;"molestie sed justo pellentesque viverra pede ac";22;"Diverse encompassing open system";70.16;1
5771;"ultrices libero non mattis pulvinar nulla";9;"Grass-roots 24 hour encryption";89.63;1
5772;"ut at dolor quis odio consequat varius integer";32;"Compatible secondary approach";73.3;1
5773;"neque sapien placerat ante nulla justo";17;"Quality-focused ero defect application";33.69;1
5774;"suspendisse potenti cras in purus eu";19;"Object-based exuding standardiation";21.31;1
5775;"id sapien in sapien iaculis congue";53;"Organied coherent support";34.42;1
5776;"neque libero convallis eget eleifend luctus ultricies eu nibh";44;"Reactive 24/7 approach";96.51;1
5777;"morbi sem mauris laoreet ut";15;"Open-source solution-oriented benchmark";73.83;1
5778;"ac enim in tempor turpis";16;"Pre-emptive discrete hardware";2.63;1
5779;"feugiat et eros vestibulum ac est lacinia nisi";47;"Programmable upward-trending complexity";84.77;1
5780;"ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui";15;"Multi-tiered neutral moderator";71.51;1
5781;"ut suscipit a feugiat et eros vestibulum ac est lacinia";14;"Total attitude-oriented capacity";49.0;1
5782;"condimentum id luctus nec molestie sed justo pellentesque viverra pede";53;"Universal neutral access";34.88;1
5783;"ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis";52;"Versatile scalable process improvement";61.64;1
5784;"eleifend quam a odio in hac habitasse platea dictumst";20;"Fundamental national conglomeration";21.46;1
5785;"a feugiat et eros vestibulum";7;"Up-sied exuding capacity";37.91;1
5786;"pede justo eu massa donec dapibus";42;"Proactive needs-based Graphical User Interface";97.3;1
5787;"in faucibus orci luctus et ultrices posuere";12;"Vision-oriented solution-oriented complexity";47.62;1
5788;"pellentesque eget nunc donec quis orci";8;"Exclusive impactful methodology";99.17;1
5789;"pede ac diam cras pellentesque volutpat dui maecenas";48;"Cloned bandwidth-monitored productivity";9.99;1
5790;"tortor risus dapibus augue vel accumsan tellus nisi";45;"Secured asynchronous benchmark";18.78;1
5791;"ac est lacinia nisi venenatis tristique fusce congue diam";37;"Multi-tiered client-driven alliance";55.4;1
5792;"phasellus in felis donec semper sapien a";18;"Mandatory human-resource orchestration";7.25;1
5793;"potenti nullam porttitor lacus at turpis donec posuere metus";44;"Grass-roots intangible framework";92.52;1
5794;"tempus semper est quam pharetra magna ac";6;"Reverse-engineered bi-directional flexibility";93.26;1
5795;"sit amet eleifend pede libero quis orci nullam";6;"Organied optimiing access";96.51;1
5796;"tincidunt nulla mollis molestie lorem";40;"Up-sied national project";13.46;1
5797;"orci pede venenatis non sodales sed";15;"Advanced fault-tolerant hierarchy";50.28;1
5798;"scelerisque mauris sit amet eros suspendisse";29;"Digitied 3rd generation service-desk";33.01;1
5799;"non lectus aliquam sit amet diam in";39;"Focused full-range architecture";23.82;1
5800;"blandit lacinia erat vestibulum sed magna at";4;"Innovative stable local area network";5.45;1
5801;"tellus in sagittis dui vel nisl duis";53;"Public-key fault-tolerant instruction set";10.58;1
5802;"pede venenatis non sodales sed tincidunt eu";42;"Cross-group 4th generation definition";93.59;1
5803;"convallis tortor risus dapibus augue vel accumsan tellus nisi eu";41;"Optimied bandwidth-monitored algorithm";41.27;1
5804;"a suscipit nulla elit ac";35;"Quality-focused bi-directional workforce";82.9;1
5805;"sapien ut nunc vestibulum ante ipsum primis in faucibus";38;"Proactive user-facing policy";9.0;1
5806;"id consequat in consequat ut";22;"Decentralied clear-thinking website";88.49;1
5807;"sem sed sagittis nam congue";21;"Horiontal bi-directional leverage";21.49;1
5808;"nulla ac enim in tempor turpis";49;"Grass-roots demand-driven encryption";72.26;1
5809;"morbi a ipsum integer a";48;"Networked neutral Graphical User Interface";98.68;1
5810;"massa tempor convallis nulla neque libero";36;"Realigned multi-state Graphical User Interface";41.84;1
5811;"hac habitasse platea dictumst etiam faucibus";4;"Grass-roots attitude-oriented neural-net";91.97;1
5812;"leo pellentesque ultrices mattis odio";20;"Automated executive artificial intelligence";30.61;1
5813;"felis donec semper sapien a libero nam";41;"Re-engineered asynchronous functionalities";53.63;1
5814;"morbi vel lectus in quam fringilla rhoncus";26;"De-engineered bandwidth-monitored hub";40.29;1
5815;"tincidunt nulla mollis molestie lorem quisque";28;"Focused multi-tasking concept";17.95;1
5816;"ac lobortis vel dapibus at diam nam";25;"Optional stable Graphic Interface";46.97;1
5817;"praesent blandit lacinia erat vestibulum sed magna at nunc";51;"Ergonomic methodical encryption";72.84;1
5818;"lorem quisque ut erat curabitur";33;"Face to face foreground paradigm";49.26;1
5819;"justo pellentesque viverra pede ac diam cras pellentesque volutpat dui";9;"Multi-layered system-worthy synergy";5.78;1
5820;"ipsum primis in faucibus orci";7;"Intuitive upward-trending orchestration";54.72;1
5821;"sed tristique in tempus sit amet";21;"Cloned composite middleware";24.17;1
5822;"massa id lobortis convallis tortor risus dapibus augue vel";31;"Compatible didactic neural-net";12.95;1
5823;"tempus vivamus in felis eu";22;"Up-sied fault-tolerant internet solution";16.21;1
5824;"urna ut tellus nulla ut";27;"Customer-focused next generation conglomeration";54.94;1
5825;"vitae nisi nam ultrices libero non mattis pulvinar nulla";48;"Enhanced real-time Graphical User Interface";41.99;1
5826;"eros viverra eget congue eget semper";24;"Organic mission-critical archive";43.76;1
5827;"suspendisse ornare consequat lectus in est risus auctor sed";11;"Proactive executive knowledge user";1.37;1
5828;"neque aenean auctor gravida sem praesent id massa id";14;"Horiontal interactive success";89.3;1
5829;"rutrum nulla nunc purus phasellus in felis donec semper";31;"Decentralied 24 hour parallelism";14.63;1
5830;"urna ut tellus nulla ut erat id";10;"Assimilated ero tolerance success";96.8;1
5831;"eu est congue elementum in hac habitasse platea";23;"Business-focused didactic customer loyalty";96.07;1
5832;"lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet";50;"Reverse-engineered global capability";46.59;1
5833;"luctus rutrum nulla tellus in sagittis dui vel nisl duis";48;"Switchable mobile access";40.47;1
5834;"et eros vestibulum ac est lacinia nisi venenatis tristique";14;"Multi-channelled discrete attitude";81.89;1
5835;"accumsan felis ut at dolor quis odio";26;"Operative exuding array";66.5;1
5836;"non sodales sed tincidunt eu felis fusce posuere felis";9;"Centralied modular algorithm";81.08;1
5837;"potenti cras in purus eu magna vulputate";52;"Secured high-level alliance";54.47;1
5838;"enim in tempor turpis nec";18;"Right-sied actuating ability";97.29;1
5839;"nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum";50;"Fully-configurable user-facing workforce";71.38;1
5840;"maecenas tristique est et tempus semper est quam";28;"Self-enabling regional interface";62.88;1
5841;"tortor risus dapibus augue vel accumsan tellus nisi";47;"Managed object-oriented application";85.14;1
5842;"sem fusce consequat nulla nisl nunc nisl duis bibendum";51;"User-centric intangible task-force";65.79;1
5843;"semper interdum mauris ullamcorper purus sit amet";7;"Re-engineered secondary challenge";92.89;1
5844;"pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus";15;"Cross-platform system-worthy ability";45.86;1
5845;"id sapien in sapien iaculis";40;"Public-key even-keeled synergy";54.85;1
5846;"posuere cubilia curae donec pharetra magna";17;"User-centric logistical forecast";6.89;1
5847;"mus etiam vel augue vestibulum rutrum";23;"Ameliorated multimedia algorithm";48.96;1
5848;"volutpat erat quisque erat eros viverra eget congue eget";7;"Inverse attitude-oriented protocol";31.19;1
5849;"sollicitudin ut suscipit a feugiat et eros vestibulum ac";12;"Pre-emptive leading edge success";89.18;1
5850;"platea dictumst morbi vestibulum velit id";53;"Visionary maximied solution";68.38;1
5851;"amet consectetuer adipiscing elit proin interdum";19;"Optimied value-added internet solution";80.5;1
5852;"ante ipsum primis in faucibus orci";4;"Horiontal responsive website";21.26;1
5853;"ridiculus mus etiam vel augue vestibulum";52;"Triple-buffered directional throughput";36.54;1
5854;"eleifend donec ut dolor morbi vel lectus in quam fringilla";11;"Object-based heuristic attitude";55.28;1
5855;"in sagittis dui vel nisl duis ac nibh fusce lacus";20;"Multi-channelled analying ability";98.52;1
5856;"pellentesque quisque porta volutpat erat quisque erat eros viverra";47;"Polarised scalable knowledge base";78.04;1
5857;"gravida sem praesent id massa id nisl";39;"Diverse multimedia secured line";64.3;1
5858;"mus etiam vel augue vestibulum rutrum rutrum neque aenean";28;"Profound incremental paradigm";49.79;1
5859;"nunc proin at turpis a pede posuere";35;"Front-line object-oriented open architecture";75.31;1
5860;"dapibus nulla suscipit ligula in lacus";25;"Networked 5th generation database";48.43;1
5861;"sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at";14;"Team-oriented systemic Graphic Interface";69.12;1
5862;"eget elit sodales scelerisque mauris sit amet eros suspendisse";29;"Robust radical project";5.35;1
5863;"vel nisl duis ac nibh";15;"Cross-group national policy";72.58;1
5864;"id lobortis convallis tortor risus dapibus";10;"Enterprise-wide neutral structure";23.31;1
5865;"vulputate ut ultrices vel augue vestibulum ante";40;"Vision-oriented dynamic attitude";19.77;1
5866;"aenean sit amet justo morbi ut odio";46;"Customer-focused leading edge core";64.66;1
5867;"sit amet cursus id turpis integer aliquet";38;"Intuitive national portal";71.22;1
5868;"fusce posuere felis sed lacus morbi";22;"Integrated even-keeled Graphic Interface";32.07;1
5869;"suspendisse potenti in eleifend quam";32;"Assimilated high-level budgetary management";96.93;1
5870;"mauris enim leo rhoncus sed vestibulum sit amet";19;"Robust methodical structure";25.31;1
5871;"enim in tempor turpis nec euismod scelerisque quam turpis";52;"Switchable executive database";89.81;1
5872;"eleifend quam a odio in hac habitasse";10;"Reactive tertiary throughput";10.58;1
5873;"ut nulla sed accumsan felis ut at dolor";23;"Multi-lateral reciprocal Graphical User Interface";64.76;1
5874;"faucibus orci luctus et ultrices posuere cubilia curae donec pharetra";28;"Cross-platform bi-directional collaboration";67.48;1
5875;"mi in porttitor pede justo eu massa donec dapibus";36;"Seamless heuristic moratorium";60.65;1
5876;"lectus vestibulum quam sapien varius ut blandit non interdum in";34;"Multi-tiered demand-driven standardiation";50.28;1
5877;"augue vestibulum rutrum rutrum neque aenean auctor gravida";10;"Ergonomic asymmetric model";33.8;1
5878;"lacinia nisi venenatis tristique fusce congue diam";26;"Robust grid-enabled paradigm";45.05;1
5879;"rutrum ac lobortis vel dapibus at diam";44;"Optional value-added application";90.52;1
5880;"sit amet eleifend pede libero";43;"Up-sied asymmetric policy";60.54;1
5881;"vestibulum ante ipsum primis in";34;"Front-line bandwidth-monitored ability";7.63;1
5882;"sit amet lobortis sapien sapien non mi";53;"Distributed dedicated system engine";32.62;1
5883;"viverra pede ac diam cras pellentesque volutpat";49;"Phased full-range challenge";85.16;1
5884;"pede lobortis ligula sit amet eleifend pede libero";52;"Advanced bandwidth-monitored analyer";75.72;1
5885;"id ornare imperdiet sapien urna pretium nisl ut";16;"De-engineered bandwidth-monitored instruction set";32.37;1
5886;"dapibus nulla suscipit ligula in lacus curabitur";48;"Diverse grid-enabled architecture";60.14;1
5887;"vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis";24;"Re-engineered secondary product";60.63;1
5888;"eget nunc donec quis orci eget orci";15;"Proactive ero defect hardware";1.27;1
5889;"donec posuere metus vitae ipsum aliquam non";21;"Business-focused holistic array";36.89;1
5890;"congue risus semper porta volutpat quam pede lobortis ligula";47;"Inverse tangible pricing structure";9.52;1
5891;"tristique in tempus sit amet sem fusce consequat nulla nisl";47;"Profit-focused well-modulated solution";79.02;1
5892;"dapibus duis at velit eu est congue elementum in hac";12;"Integrated radical protocol";42.66;1
5893;"ligula pellentesque ultrices phasellus id sapien";16;"Robust systematic installation";6.48;1
5894;"vel enim sit amet nunc viverra";13;"Optional value-added approach";13.5;1
5895;"nulla nunc purus phasellus in";33;"Right-sied system-worthy complexity";7.54;1
5896;"massa donec dapibus duis at velit";8;"Fundamental scalable array";66.86;1
5897;"mauris eget massa tempor convallis nulla neque libero";27;"Devolved optimal knowledge base";92.55;1
5898;"vestibulum proin eu mi nulla ac enim in";24;"Programmable client-driven pricing structure";72.88;1
5899;"sed magna at nunc commodo placerat praesent blandit nam nulla";26;"Enhanced tangible portal";22.47;1
5900;"justo pellentesque viverra pede ac diam cras pellentesque";49;"Integrated bottom-line benchmark";39.9;1
5901;"id pretium iaculis diam erat fermentum justo";33;"Cross-group radical knowledge user";91.55;1
5902;"felis sed interdum venenatis turpis enim blandit mi in";12;"Cloned 4th generation definition";58.68;1
5903;"nibh quisque id justo sit";18;"Robust dedicated service-desk";4.63;1
5904;"lacinia aenean sit amet justo morbi";18;"Total optimiing ability";59.19;1
5905;"sem duis aliquam convallis nunc proin at turpis a pede";4;"Open-source non-volatile task-force";89.95;1
5906;"eleifend pede libero quis orci nullam molestie nibh in lectus";48;"Self-enabling mission-critical instruction set";87.06;1
5907;"at diam nam tristique tortor";33;"Right-sied attitude-oriented Graphical User Interface";65.68;1
5908;"turpis a pede posuere nonummy integer non velit donec";24;"Triple-buffered static software";43.7;1
5909;"interdum venenatis turpis enim blandit";17;"Multi-lateral upward-trending strategy";80.01;1
5910;"nam congue risus semper porta volutpat quam";41;"Function-based uniform alliance";93.98;1
5911;"a feugiat et eros vestibulum ac est lacinia nisi";31;"Virtual demand-driven application";55.22;1
5912;"tellus in sagittis dui vel nisl duis";46;"Universal stable array";80.76;1
5913;"donec odio justo sollicitudin ut suscipit";30;"Triple-buffered leading edge parallelism";95.96;1
5914;"blandit mi in porttitor pede justo";8;"Quality-focused executive approach";29.65;1
5915;"maecenas tincidunt lacus at velit vivamus";25;"Multi-lateral dedicated array";65.26;1
5916;"odio cras mi pede malesuada in imperdiet et";17;"Front-line value-added approach";68.16;1
5917;"congue vivamus metus arcu adipiscing molestie hendrerit";31;"Monitored even-keeled challenge";17.13;1
5918;"potenti nullam porttitor lacus at turpis donec";42;"Re-contextualied intangible extranet";19.79;1
5919;"maecenas leo odio condimentum id luctus nec molestie sed justo";26;"Innovative 3rd generation pricing structure";28.35;1
5920;"in congue etiam justo etiam pretium iaculis justo";24;"Visionary systematic archive";89.71;1
5921;"magna vestibulum aliquet ultrices erat";41;"Cross-platform neutral encryption";60.59;1
5922;"lectus pellentesque at nulla suspendisse";11;"Polarised 3rd generation standardiation";32.05;1
5923;"nulla ut erat id mauris vulputate elementum nullam";44;"Right-sied national task-force";87.0;1
5924;"suspendisse potenti nullam porttitor lacus at turpis donec posuere metus";52;"Automated directional circuit";22.79;1
